reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8b1eb412-9222-473f-85e9-3b40a08b1427,Neng ajaa,https://play-lh.googleusercontent.com/a/ACg8ocKZG4_A16lIoNwumRgJSKSahJ28qeFEh948G2RXrNu2rB3QPg=mo,"Drive grab memang ramah2,yaa",5,0,,2025-02-09 09:36:58,,,
8b40ffb8-8ddb-4b77-9d5f-2f225b232428,Idris Ds,https://play-lh.googleusercontent.com/a/ACg8ocJOqeQ-yxwGDuxINP2rLwKJwPDOIXcXmDSTFeU740pbvoYB6A=mo,good,4,0,5.343.0,2025-02-09 09:18:17,,,5.343.0
eee655b5-c053-449b-a781-818b78d4f016,Rini Dika,https://play-lh.googleusercontent.com/a/ACg8ocJJOn_qLJyFYs5nJ-3njauRkDE48wpyyHOcvTaMoUPE_X2FKQ=mo,sangat membantu sekali,5,0,5.343.0,2025-02-09 09:01:02,,,5.343.0
6d7a4dc0-9662-4032-9237-71feb6e59cfb,Aam Sumsel,https://play-lh.googleusercontent.com/a/ACg8ocJ2THAsCvHOjidHL6Awy2jug2N1lUSpxdAo2axsS5-R_mwPjQ=mo,Good,5,0,5.343.0,2025-02-09 08:58:54,,,5.343.0
67959c59-afce-4e90-a7f9-524521b854da,Amran Al husna,https://play-lh.googleusercontent.com/a/ACg8ocIRgTMOgLAbwFLRuo_ntXoutMsErxUTdvStCnmN37NxkcZm9A=mo,pelayanan bagus,5,0,5.342.0,2025-02-09 08:54:09,,,5.342.0
fe11cfc3-cbf3-4d22-8ce4-5b7749cf29da,Alvina,https://play-lh.googleusercontent.com/a/ACg8ocJ5P1Fmbygoh6CN2J46KxZ_t9v-94YJWpZ-pFuci8VcMZ3UdRFW=mo,"Ga dapet diskon padahal pengguna baru, di aplikasi gojek aja pengguna baru dapet diskon 6rb",2,0,,2025-02-09 08:50:55,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2025-02-09 13:09:43,
1549eb3c-ea0e-4cb6-b3a3-ffeb9621379a,Yunda Silvanus,https://play-lh.googleusercontent.com/a/ACg8ocL74WCF3PZn0Ir--Mhmsa31kyfWb-Ro-QAJuGn21_pk1AmSnw=mo,Bravo,5,0,5.343.0,2025-02-09 08:38:10,,,5.343.0
f8358f02-eeb6-4633-88e4-c8d7ba5b289f,Mohammad Uripun,https://play-lh.googleusercontent.com/a-/ALV-UjVfYmRoUnND083q1PIkyDNbfFCL_e9fGqfxQOkkjyKA0AGL-LI,tepat waktu dan sangat memuaskan,5,0,5.343.0,2025-02-09 08:09:25,,,5.343.0
ad875395-5e3c-430f-b949-8760534c0d0f,Raden Guntur Gheni,https://play-lh.googleusercontent.com/a/ACg8ocIEsPei4S0fKz5QeDvTETSP5K8LqRa49qIMseo1TyO_BrmUPw=mo,"aplikasi termahal dikotaku Cikampek...,kalo mau bersaing dgn aplikasi lain dan gk ditinggal customer,adakan layanan hemat lagi dong kayak 2bulan kebelakang...... sekarang tarifnya 15rb tapi saya tanya driver katanya cuma dapet 8rb",1,0,,2025-02-09 08:08:28,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2025-02-09 13:09:41,
bcc58f4e-1538-4539-92a3-653d757c52ef,Fendi Cool,https://play-lh.googleusercontent.com/a/ACg8ocJhBEcuvABoVK9a1U0i04syek756OufwEk8OcNtBK-ApU9ZuQ=mo,"APK SAMPAH ! pesan makanan jam 06.30 sampai jam 09.00 masih belum selesai makanannya ? Tolong buatkan rating buat orang jualannya karena pihak jualan gak ada niat membuatkan makanan, udah nunggu sampai 2 jam 30 menit masih belum selesai dan tidak bisa di batalkan pesanannya 😡😡😡",1,0,,2025-02-09 07:56:39,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2025-02-09 13:09:38,
fad636f6-b8e8-462d-89c5-7070b58b70ad,Sriyono Srambon,https://play-lh.googleusercontent.com/a-/ALV-UjW2X-VEM7QzcLGP24zorFbnjaKwQAPaUdIDNoYq9GbQr3PMtAI,"terimakasih 🙏,, terbantukan",5,0,5.342.0,2025-02-09 07:51:58,,,5.342.0
c0e63a12-2e9d-4418-992c-3d87ec94a61c,Wirda Wati,https://play-lh.googleusercontent.com/a/ACg8ocIT2YerW-NzYypmgvPmfCVS-X7SOJNqsWk-lJI288tst16wzw=mo,good,5,0,5.337.1,2025-02-09 07:47:43,,,5.337.1
bc6d8a4c-e18b-49da-8b2a-ade3bb9312da,Puji Nining,https://play-lh.googleusercontent.com/a-/ALV-UjWWJCZA3tv6oXcP2lybptbOyO9dQB5Otkt0CTuMj47ZAvYFV1Q,cepat di respon,5,0,5.343.0,2025-02-09 07:45:39,,,5.343.0
4c7a130a-75e2-46db-9f70-bbb37dafd12b,Aris Tatang,https://play-lh.googleusercontent.com/a/ACg8ocLNGCwsZx5KiLMAoxb1dP7DAvL6aXtVagmgscqgPGMCuulM0Q=mo,sangat membantu,5,0,5.342.0,2025-02-09 07:44:27,,,5.342.0
762359ed-d35f-4c84-8404-4e82b5a06d24,Dewi Krisyanti,https://play-lh.googleusercontent.com/a-/ALV-UjVW5t64ngziMemRK5VOV6xxYUKDlkYRguWrIVQ8xFAShjM5qES0,terimakasih,5,0,5.343.0,2025-02-09 07:36:29,,,5.343.0
b75a7709-0f02-4fcb-979c-eb43577c9f10,Khalisa Hafizza,https://play-lh.googleusercontent.com/a/ACg8ocIxBf6h03NqwBKJvvDRy8A-Dnc05ynaD70_Zeje0tH4dikRxw=mo,saya susah sa pat pengemudi,1,0,,2025-02-09 07:22:18,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2025-02-09 13:09:34,
893b710a-f8be-4449-ae19-6499569396ff,Sri Purwasih,https://play-lh.googleusercontent.com/a-/ALV-UjU9R7fS8SyPUBcCAJFiMVy7LAkOe5EqZ0g8HVsB3pBnkEGmJZPG,membantu segalanya menjadi mudah,5,0,5.337.1,2025-02-09 06:59:54,,,5.337.1
204c3776-4c7f-4079-9685-7a3c5d2a78dc,muhamad hendrik,https://play-lh.googleusercontent.com/a-/ALV-UjXY0O5b6vo85Vd85Rd8h_R96uI8Z-PwtU7etyITFaGkGgw_3-dA,ok,3,0,5.343.0,2025-02-09 06:33:07,,,5.343.0
3d80b2b5-6e72-4fe1-8395-1d36e0953679,Nauval Khairulazzam,https://play-lh.googleusercontent.com/a/ACg8ocLNHTc4TzsDkpvcMDkpKU9UI_yIsEXLlF7SrXQDNaLIWNvFkw=mo,driver baik dan ramah serta sopan,5,0,5.342.0,2025-02-09 06:31:19,,,5.342.0
fb6e0ca3-b411-4eb3-a1f2-2702a85506e2,MUH ILYAS,https://play-lh.googleusercontent.com/a/ACg8ocKWOibUDQBwscTu_9uHbvXb8Bj3FgIjGSAAnwllwtlvNBjBLQ=mo,oke,5,0,5.343.0,2025-02-09 06:16:34,,,5.343.0
214dfc41-7bb1-4e63-975e-19f38f4085a3,A mu'ti Fauzi,https://play-lh.googleusercontent.com/a/ACg8ocKd4wRgTMHQNvAHn3ukoUwC9qzkp3X-CZYMTevnsqThyYPmDw=mo,oke,5,0,,2025-02-09 06:06:45,,,
fa098160-16c9-4220-814e-e10a65bb9aff,Ason Soni,https://play-lh.googleusercontent.com/a/ACg8ocJXl-2u4jl4i3do7gtfUA1d4yxOoLd5OKR3PGRb5I6Asg6BEg=mo,bagus,5,0,5.337.1,2025-02-09 05:57:09,,,5.337.1
5ace22ca-3ffd-4e23-a324-b886c201c1e7,Sadrack Biyang,https://play-lh.googleusercontent.com/a-/ALV-UjXb5kqyL5NJgjpFJj67_4f_V_Dtkl1ElaCWel3iJ_hFHZER8LNs,very good,4,0,5.343.0,2025-02-09 05:41:50,,,5.343.0
c2de5c50-75ba-4e7c-98a0-4530484c3c56,Suyanto Sukani,https://play-lh.googleusercontent.com/a-/ALV-UjX7PCjlvFWy-gDzeeja9WALyoUdS1s4889fw59bwf_iPCsi_g,ok,5,0,5.343.0,2025-02-09 04:45:57,,,5.343.0
da2ce2eb-09e9-440f-9992-9c3a750d4a45,Azril Haikal007,https://play-lh.googleusercontent.com/a/ACg8ocIs_gFogGXQpvNhnAgEzsHwbXlBBhpDjv3QeCMJ8nzgzHH8Sw=mo,Alhamdulillah nyaman pakai grab semenjak pakai grab mau kemana aja tinggal pesen.,5,0,5.337.1,2025-02-09 04:17:14,,,5.337.1
5cfa949d-1d2f-4945-9cf6-6dda5efcb146,Ikbal Ahmad,https://play-lh.googleusercontent.com/a/ACg8ocL57-BVtPM1owgoXGQkWJyrBAKo9ZKSaAd5Nc66OPdyxDP8YA=mo,mantap,5,0,5.343.0,2025-02-09 01:22:55,,,5.343.0
058c0343-a91d-45e7-9bf1-efd9602adc2c,Fafa Fafa,https://play-lh.googleusercontent.com/a-/ALV-UjVJCvdDEQoRTLPADqBBWaJEt06gTjL6Ac4co0g486M4YaFgyLnC,driver sat set masakan Wenak 🥰,5,0,5.343.0,2025-02-09 01:05:47,,,5.343.0
0b49321e-1cc0-470b-84e3-3c6c452b3b74,Dobri Putra,https://play-lh.googleusercontent.com/a/ACg8ocKKmFNlfFEqWVyPYZg8b45MasMH-fN8WJ3EEJEJu_hnWjR_Sw=mo,sangat membantu,5,0,5.341.0,2025-02-09 00:53:25,,,5.341.0
aecc3577-0860-4482-87d2-bdfe59e85c1d,Silfi Silfi,https://play-lh.googleusercontent.com/a/ACg8ocIOPViGuuvDL7MV595ZhGgOg3Kr2qD6-qtKb-2tifQxX5Sjvg=mo,sangat membantu,5,0,5.343.0,2025-02-09 00:34:56,,,5.343.0
c9c4c119-900a-41c3-b0c9-4b6234e67e62,Sugianto koto Sugianto koto,https://play-lh.googleusercontent.com/a/ACg8ocIe_sWqe7ez-xiMgUAqQ9C-Q0-fnlJF-dewIFPUF0ZZCtlB-A=mo,cepat pelayanan nya,5,0,,2025-02-09 00:00:52,,,
28c7cabc-5bf3-4c93-ade2-913835b8377d,Zuli Lianti,https://play-lh.googleusercontent.com/a/ACg8ocK0k_-k1bNLaQF6WPyV_awksEX91IxphZka60RS946jfyqP4g=mo,sangat senang banget,5,0,5.343.0,2025-02-08 23:44:52,,,5.343.0
